Track Name,Artists,Album Name,Album Id,Track ID,Popularity,Release Date,Duration (ms),Explicit URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Artists_Song
Can't Remember to Forget You (feat. Rihanna),"Shakira, Rihanna",Shakira. (Expanded Edition) [Spanish Version],5meb7aKE722LA66ssBhvfM,7o1Pm9jpH0wFpN5g793Lnq,,2014-03-13,206867,,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,"Shakira, Rihanna Can't Remember to Forget You (feat. Rihanna)"
Donde Estas Corazon,Shakira,Pies Descalzos,3HLngzP9wVd8p3SMDQgyd9,6IGvaQ4aFBjy66TdUurIiA,,1995-10-06,231693,,0.743,0.78,7,-9.212,1,0.0722,0.0635,0.0,0.126,0.597,109.044,Shakira Donde Estas Corazon
Me Gusta,"Shakira, Anuel AA",Me Gusta,4IcQ1ni07PmlOenqwf6MgG,5Xhqh4lwJPtMUTsdBztN1a,,2020-01-13,190570,,0.775,0.696,1,-5.184,0,0.0681,0.0559,0.00184,0.157,0.775,92.007,"Shakira, Anuel AA Me Gusta"
"Suerte (Whenever, Wherever)",Shakira,Laundry Service,4DyMK9x2gnmRkRa16zHaEV,3TY1PFZXmYeiLcXygB74My,,2001-11-13,194107,,0.768,0.845,1,-4.767,0,0.0337,0.179,0.0,0.209,0.891,108.977,"Shakira Suerte (Whenever, Wherever)"
She Wolf,Shakira,She Wolf (Expanded Edition),5u0OuxRnf3FzvZR07xAxL2,4cS2HQ6jK80vqdY9ofpztx,,2009,188867,,0.865,0.69,7,-7.448,1,0.0443,0.285,0.0162,0.225,0.867,121.983,Shakira She Wolf
Addicted to You,Shakira,Sale el Sol,3gR578qnw47M30LVBTjrlW,4zy1s9GnxWsNzZp1688euA,,2010-10-19,147480,,0.891,0.809,0,-5.753,1,0.0756,0.0407,0.136,0.0743,0.967,126.023,Shakira Addicted to You
GIRL LIKE ME,"Black Eyed Peas, Shakira",TRANSLATION,0uxvuY8Ek2ojzHrWTg2PDc,1zLBsSVxETQOfINOLYvT5m,,2020-11-02,222523,,0.965,0.485,2,-8.784,1,0.191,0.0206,0.0237,0.0655,0.312,124.025,"Black Eyed Peas, Shakira GIRL LIKE ME"
No (feat. Gustavo Cerati),"Shakira, Gustavo Cerati","Fijación Oral, Vol. 1",3zHPYwiMJqa3hTBgk695Ae,0J6dOwflFSy3h1AoKmkqKc,,2005-06-03,285040,,0.72,0.302,0,-12.02,0,0.0324,0.841,0.00451,0.109,0.423,131.989,"Shakira, Gustavo Cerati No (feat. Gustavo Cerati)"
Beautiful Liar,"Beyoncé, Shakira",B'Day Deluxe Edition,0Zd10MKN5j9KwUST0TdBBB,2HWWNoWEEEECwZhAiLg7ib,,2007-05-29,199853,,0.764,0.751,8,-3.74,1,0.0703,0.00554,0.000237,0.164,0.418,91.977,"Beyoncé, Shakira Beautiful Liar"
Clandestino,"Shakira, Maluma",Clandestino,1h1hnfRyc45IIDnxUCaGIf,7DrluKkTviBwCc8AV3VGmf,,2018-06-08,231921,,0.766,0.822,1,-4.126,0,0.16,0.39,3.37e-05,0.349,0.881,165.842,"Shakira, Maluma Clandestino"
Antes de las Seis,Shakira,Sale el Sol,3gR578qnw47M30LVBTjrlW,5J5uyhoBZxJwmjy2Zg6DgF,,2010-10-19,174533,,0.75,0.46,0,-7.932,1,0.0334,0.457,0.0,0.0996,0.201,130.078,Shakira Antes de las Seis
Ojos Así,Shakira,Donde Estan Los Ladrones,5hcKSTqKOLuzJgYIQileAe,4EDfdYJ7mqXRoWAqzF1PVO,,1998-09-29,235733,,0.717,0.952,6,-4.902,1,0.0481,0.15,0.0,0.166,0.665,126.993,Shakira Ojos Así
El Ultimo Adiós - Varios Artistas Version,"Ricky Martin, Alejandro Sanz, Thalia, Juan Luis Guerra 4.40, Gloria Estefan, Celia Cruz, Olga Tañón, Ricardo Montaner, Ana Gabriel, Jorge Hernández, Los Tigres Del Norte, Alicia Villarreal, Alejandro Fernández, Carlos Vives, Jaci Velasquez, Marco Antonio Solís, José José, Lucía Méndez, Jennifer Lopez, Emmanuele, Chayanne, Gilberto Santa Rosa, Paulina Rubio, Alberto ""Beto"" Zapata, La Ley, Ana Bárbara, Carlos Ponce, Jon Secada, Shakira, Gian Marco, Luis Fonsi, Yuri, Miguel Bosé, Wilkins, Giselle, Melina Leon, Limi-T 21, Christina Aguilera, José Feliciano, José Luis Rodríguez",El Ultimo Adiós,1Tz1WfJZkvWPhyFHWAzZLo,0tzixmHNQfE6S6SirSToxW,,2001-11-21,237467,,0.276,0.572,1,-7.818,1,0.0377,0.641,0.0,0.2,0.285,77.986,"Ricky Martin, Alejandro Sanz, Thalia, Juan Luis Guerra 4.40, Gloria Estefan, Celia Cruz, Olga Tañón, Ricardo Montaner, Ana Gabriel, Jorge Hernández, Los Tigres Del Norte, Alicia Villarreal, Alejandro Fernández, Carlos Vives, Jaci Velasquez, Marco Antonio Solís, José José, Lucía Méndez, Jennifer Lopez, Emmanuele, Chayanne, Gilberto Santa Rosa, Paulina Rubio, Alberto ""Beto"" Zapata, La Ley, Ana Bárbara, Carlos Ponce, Jon Secada, Shakira, Gian Marco, Luis Fonsi, Yuri, Miguel Bosé, Wilkins, Giselle, Melina Leon, Limi-T 21, Christina Aguilera, José Feliciano, José Luis Rodríguez El Ultimo Adiós - Varios Artistas Version"
Me Enamoré,Shakira,El Dorado,6bUxh58rYTL67FS8dyTKMN,4qknM1pQz53QOyfDVTjcM9,,2017-05-26,226893,,0.74,0.879,9,-2.251,0,0.105,0.193,8.25e-05,0.0928,0.948,103.71,Shakira Me Enamoré
Loca (feat. El Cata),"Shakira, El Cata",Sale el Sol,3gR578qnw47M30LVBTjrlW,42k1KeBehAd83lrGt1okiC,,2010-10-19,183693,,0.8,0.692,9,-5.57,0,0.0614,0.342,1.92e-06,0.0554,0.917,112.002,"Shakira, El Cata Loca (feat. El Cata)"
Que Me Quedes Tú,Shakira,Laundry Service,4DyMK9x2gnmRkRa16zHaEV,3pWF6sOdKOtwtIbVaFMN6U,,2001-11-13,287333,,0.765,0.51,7,-8.314,0,0.0271,0.274,7.14e-05,0.276,0.417,113.023,Shakira Que Me Quedes Tú
Tutu - Remix,"Camilo, Shakira, Pedro Capó",Por Primera Vez,6xS6mQz1fQZ6eZE654J15I,727DZ6qsujnLdNNLooqqZT,,2020-04-17,165821,,0.728,0.802,0,-2.409,1,0.0457,0.411,0.0,0.102,0.866,77.01,"Camilo, Shakira, Pedro Capó Tutu - Remix"
Amarillo,Shakira,El Dorado,6bUxh58rYTL67FS8dyTKMN,5Qn56ssVeZJfNwDCme7Eo0,,2017-05-26,219640,,0.833,0.78,6,-3.153,0,0.0351,0.464,1.09e-06,0.146,0.93,130.926,Shakira Amarillo
Rabiosa (feat. Pitbull),"Shakira, Pitbull",Sale el Sol,3gR578qnw47M30LVBTjrlW,2Xh7dyCHCErCv3PmdVEGw4,,2010-10-19,170600,,0.834,0.823,0,-4.918,1,0.114,0.062,0.0,0.185,0.763,133.039,"Shakira, Pitbull Rabiosa (feat. Pitbull)"
Underneath Your Clothes,Shakira,Laundry Service,4DyMK9x2gnmRkRa16zHaEV,15f8Cv8RXUlOOCIf2oaceN,,2001-11-13,224067,,0.616,0.597,8,-5.328,1,0.0415,0.691,0.0,0.104,0.362,165.508,Shakira Underneath Your Clothes
Sale el Sol,Shakira,Sale el Sol,3gR578qnw47M30LVBTjrlW,1DJxR9NMQ14fv1WK0pHodt,,2010-10-19,200133,,0.698,0.686,0,-5.925,1,0.0293,0.155,0.0,0.103,0.257,119.006,Shakira Sale el Sol
"Quevedo: Bzrp Music Sessions, Vol. 52","Bizarrap, Quevedo","Quevedo: Bzrp Music Sessions, Vol. 52",4PNqWiJAfjj32hVvlchV5u,2tTmW7RDtMQtBk7m2rYeSw,,2022-07-06,198938,,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,"Bizarrap, Quevedo Quevedo: Bzrp Music Sessions, Vol. 52"
Buenas,"Quevedo, Saiko",Buenas,2FRQH7JReYGUWXX86Pr6ag,4sDpxaulErbJ9NBaJDC7cJ,,2023-09-22,192955,,0.625,0.755,8,-4.643,1,0.0724,0.247,0.0,0.124,0.429,87.948,"Quevedo, Saiko Buenas"
PUNTO G,Quevedo,DONDE QUIERO ESTAR,156gxGFDxadwiIC3Bfwmj3,4WiQA1AGWHFvaxBU6bHghs,,2023-01-20,151325,,0.751,0.761,11,-4.113,0,0.15,0.251,0.000238,0.0991,0.553,92.032,Quevedo PUNTO G
POLARIS - Remix,"Saiko, Quevedo, Feid, Mora",POLARIS (Remix),6S1YyhsGOkQZSwBJCevlfv,0EhuGnOS6fTc5l5UNtDEH2,,2023-06-08,288000,,0.623,0.799,8,-4.152,0,0.0713,0.153,0.0,0.365,0.552,169.901,"Saiko, Quevedo, Feid, Mora POLARIS - Remix"
PERO TÚ,"KAROL G, Quevedo",MAÑANA SERÁ BONITO,4kS7bSuU0Jm9LYMosFU2x5,1dw7qShk971xMD6r6mA4VN,,2023-02-24,183480,,0.861,0.79,6,-4.561,1,0.291,0.394,0.0,0.111,0.681,139.845,"KAROL G, Quevedo PERO TÚ"
NO PIENSO LLAMAR,"Soge Culebra, Quevedo, GARABATTO",NO PIENSO LLAMAR,03VZEfV1aKrAFDWgzbx915,3xE3TyeIxL24IstPdy5IBv,,2023-10-06,198353,,0.679,0.556,10,-5.299,1,0.148,0.181,0.0,0.108,0.583,169.997,"Soge Culebra, Quevedo, GARABATTO NO PIENSO LLAMAR"
WANDA,Quevedo,DONDE QUIERO ESTAR,156gxGFDxadwiIC3Bfwmj3,0Iozrbed8spxoBnmtBMshO,,2023-01-20,160909,,0.724,0.631,4,-4.42,0,0.0686,0.249,0.0,0.213,0.957,176.076,Quevedo WANDA
QUIZÁS SI QUIZÁS NO,"Alvaro Diaz, Quevedo",QUIZÁS SI QUIZÁS NO,12yhzd8FI261UJ2UZDqMcw,3WQhuJnlOTV9RiDZx2tDFF,,2023-11-24,203213,,0.654,0.767,5,-5.061,0,0.048,0.0556,0.00118,0.305,0.615,173.933,"Alvaro Diaz, Quevedo QUIZÁS SI QUIZÁS NO"
LUGARES QUE LLEGO,"YSY A, Quevedo, ONIRIA",EL AFTER DEL AFTER,4XDH5D7YsE7B8xuhIBDyht,79s2n0evTdub5GPj7noqfK,,2023-11-11,228629,,0.727,0.936,1,-3.236,0,0.0547,0.354,0.000546,0.134,0.7,125.957,"YSY A, Quevedo, ONIRIA LUGARES QUE LLEGO"
VISTA AL MAR,Quevedo,DONDE QUIERO ESTAR,156gxGFDxadwiIC3Bfwmj3,5q86iSKkBtOoNkdgEDY5WV,,2023-01-20,180673,,0.759,0.561,0,-5.643,0,0.131,0.803,0.121,0.101,0.491,104.915,Quevedo VISTA AL MAR
APA,"Mora, Quevedo",PARAÍSO,7b3PrkHcWx17AQwlI2M1Uc,3vKYvbzB7801a5qd47pxkm,,2022-11-03,199831,,0.757,0.738,8,-4.913,0,0.22,0.712,9.67e-06,0.198,0.753,120.091,"Mora, Quevedo APA"
EL TONTO,"Lola Indigo, Quevedo",EL DRAGÓN,27fFLYwlXF1x8n1ixpFbFH,4rKQ8daoK0aklVptea8A9E,,2023-04-13,188088,,0.801,0.801,0,-5.369,1,0.1,0.406,0.0,0.134,0.663,110.029,"Lola Indigo, Quevedo EL TONTO"
Mami Chula,"Jhayco, Quevedo",Mami Chula,7weNe4OIBROOCcMEOMeNlS,4aJzxp3gimtAdgJn3DL776,,2023-04-28,220600,,0.796,0.701,7,-3.599,0,0.0447,0.215,0.0,0.0946,0.325,119.986,"Jhayco, Quevedo Mami Chula"
PLAYA DEL INGLÉS,"Quevedo, Myke Towers",DONDE QUIERO ESTAR,156gxGFDxadwiIC3Bfwmj3,0Sfn2TYbpQtCGMBf6C0Y6T,,2023-01-20,237525,,0.793,0.736,7,-3.254,0,0.0469,0.0822,0.0,0.109,0.656,112.993,"Quevedo, Myke Towers PLAYA DEL INGLÉS"
Ahora y Siempre,"Quevedo, Linton",Ahora y Siempre,5ccfQbQo3Z5G4p1Pi49jpD,4iaNmAvcZ6sPGvgZ6vQQdx,,2021-12-11,149275,,0.659,0.629,4,-7.86,1,0.0825,0.716,0.0,0.422,0.416,118.964,"Quevedo, Linton Ahora y Siempre"
Los Roques,"Arcángel, Quevedo","Sentimiento, Elegancia y Más Maldad",21TAcmAXy0OY0U7B9LlwlY,5wUNXICiryiGhRBVL5FQXh,,2023-11-17,202145,,0.822,0.801,8,-4.148,1,0.0631,0.0409,3.83e-05,0.0732,0.794,95.006,"Arcángel, Quevedo Los Roques"
LACONE,"Polimá Westcoast, Quevedo, Mora",LACONE,05nsQTXQ0rPJbqnW4uOxx2,4Rjq1TZbF0bDstOs6SiI6J,,2022-11-25,260952,,0.798,0.718,8,-6.237,0,0.0443,0.263,0.0,0.142,0.727,126.01,"Polimá Westcoast, Quevedo, Mora LACONE"
YANKEE,Quevedo,DONDE QUIERO ESTAR,156gxGFDxadwiIC3Bfwmj3,0FirgnvrpCkkhdaq64Gfen,,2023-01-20,194400,,0.544,0.747,6,-4.659,1,0.194,0.389,6.81e-06,0.159,0.476,123.647,Quevedo YANKEE
Piel de Cordero,"Quevedo, La Pantera",Piel de Cordero,5VIiMnuhe882wXxhOdXGdf,04d4GpLedinwpfctvgOIhY,,2021-08-07,213647,,0.827,0.541,11,-10.743,0,0.225,0.46,4.42e-05,0.0948,0.256,128.028,"Quevedo, La Pantera Piel de Cordero"
No Me digas Nada,Quevedo,No Me digas Nada,57BBDrPxatN181aafBi7qC,15wMJJiVpt2ABQw032Rywi,,2020-11-09,148386,,0.49,0.692,7,-4.291,1,0.274,0.336,0.0,0.659,0.484,102.16,Quevedo No Me digas Nada
Respuesta Cero,"Quevedo, BlueFire",Respuesta Cero,0WmmOyzqhYtW0Pg2Pnhwhk,07piZvs54drv7466oPLTt0,,2022-02-05,203952,,0.625,0.523,7,-7.079,1,0.105,0.702,1.39e-05,0.106,0.657,169.933,"Quevedo, BlueFire Respuesta Cero"
SIN SEÑAL,"Quevedo, Ovy On The Drums",DONDE QUIERO ESTAR,156gxGFDxadwiIC3Bfwmj3,3pjvkWO9fqiRRBE1tDLu3S,,2023-01-20,185085,,0.822,0.851,11,-3.314,0,0.0422,0.333,0.00792,0.105,0.749,117.992,"Quevedo, Ovy On The Drums SIN SEÑAL"
"Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]","La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",0GkI5Xq0n0McicAumkuGyb,0Bv7O6fmZk3GrNQFYJaXPn,,2022-01-14,413111,,0.672,0.745,5,-5.269,0,0.3,0.438,9.29e-06,0.0699,0.739,173.974,"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]"
Mi Nena Remix,"Maikel Delacalle, Quevedo",Mi Nena Remix,6N2xUWDyxIusQX9s71HWFW,7q1KFoWUNYudhKW8RYJFsZ,,2023-03-23,220000,,0.767,0.701,11,-5.458,0,0.106,0.335,0.0,0.285,0.675,125.948,"Maikel Delacalle, Quevedo Mi Nena Remix"
FERNET,"Rei, Quevedo",FERNET,0UbxWnBpJKoUj4jmSFwUnc,2GVahxIzxivfRZc8lR39Ms,,2022-06-01,192668,,0.71,0.738,6,-4.077,0,0.0861,0.156,0.0,0.0661,0.608,98.958,"Rei, Quevedo FERNET"
Universitaria,Quevedo,Universitaria,6WSUOZbCvKMTMLtOvE1KW0,3durq4YUSFRaeoodpfHBmJ,,2021-05-15,133022,,0.658,0.679,10,-8.341,0,0.137,0.574,0.0,0.426,0.723,90.011,Quevedo Universitaria
don't liE,"Duki, Quevedo",Antes de Ameri,26nUVuonXEdbJTo9PeBYoR,7wX28pRv3sTqA1EdjlFkkj,,2023-06-22,213892,,0.573,0.412,11,-9.562,0,0.0626,0.565,0.0,0.106,0.287,145.005,"Duki, Quevedo don't liE"
Si Quieren Frontear,"Duki, De La Ghetto, Quevedo",Si Quieren Frontear,4YyrXtsGoYbaoiQg0FZaHy,6bQ5823aHmFVKLZW8E7rRo,,2022-03-31,200337,,0.789,0.837,10,-3.247,1,0.23,0.125,0.0,0.209,0.476,81.536,"Duki, De La Ghetto, Quevedo Si Quieren Frontear"
Jordan I,"Saiko, Quevedo, La mano de oro",Jordan I,1Pe4GuOXSfqvJZxEWTppKB,2Ykd9H7gmnTTfWAuFdlLRW,,2022-03-21,192185,,0.695,0.613,5,-7.093,1,0.0662,0.55,0.000328,0.243,0.31,97.958,"Saiko, Quevedo, La mano de oro Jordan I"
Chamaquita,"Quevedo, Juseph",Chamaquita,1WuBqKxkSxFeAgnYaQd8We,667CH2wRxXnQOfPD1NrlLJ,,2022-04-14,170700,,0.686,0.692,8,-6.099,0,0.349,0.134,0.0,0.111,0.83,179.975,"Quevedo, Juseph Chamaquita"
CA' MANOLO,"Abhir Hathi, Quevedo",BROWN BOY,7uUv4tpHPGzcw8NDv5H7Yx,0lJHvFF2Jur0KowHti4jUg,,2023-10-26,206151,,0.466,0.567,10,-7.631,0,0.26,0.373,4.17e-06,0.0806,0.549,155.934,"Abhir Hathi, Quevedo CA' MANOLO"
Real G,"Bad Gyal, Quevedo",Real G,4zQmGdxbD2EOKItaKLMnrC,6WU2eYUtOL91iROonROPyh,,2022-12-02,191693,,0.662,0.828,9,-5.854,1,0.0821,0.148,0.0,0.423,0.451,113.039,"Bad Gyal, Quevedo Real G"
Sangre y Fe,"Cruz Cafuné, Quevedo",Me Muevo Con Dios,7yvmtCjHcBe9DqIVl7AwQT,40irSq1hoBAZuPLgxiQ7ge,,2023-05-25,235160,,0.659,0.584,11,-7.861,0,0.0951,0.156,0.0014,0.0774,0.215,139.959,"Cruz Cafuné, Quevedo Sangre y Fe"
No me olvido,"Quevedo, Juseph",No me olvido,4Vstu8b9zaejfq9qyyX57N,4Y2qCrHtrbl3dEPGFWCHvK,,2021-02-20,197048,,0.571,0.609,10,-5.588,0,0.254,0.803,0.0,0.111,0.84,170.125,"Quevedo, Juseph No me olvido"
Rimmel,Quevedo,Rimmel,2zJ46BIwCTY8BDCvLUdOHD,1pdK71OIQBAEHHSZ3pUggO,,2021-10-09,180577,,0.666,0.63,0,-8.054,1,0.116,0.67,9.8e-06,0.083,0.702,104.98,Quevedo Rimmel
Estás Con Él,"Quevedo, Wos LasPalmas",Estás Con Él,4arIUSeDc6a7NQyyyguXsF,5YOObwV9DaFoK8Z85LZbY0,,2021-12-31,210034,,0.794,0.571,11,-8.283,1,0.404,0.372,0.0,0.0477,0.92,127.84,"Quevedo, Wos LasPalmas Estás Con Él"
My Love,"De La Ghetto, Quevedo",My Love,3XgtnIOpgE18deinVIUmBn,2f5jtBFBWGmthgLpte2u3q,,2023-06-01,214123,,0.767,0.568,4,-6.593,1,0.0421,0.376,0.0,0.103,0.556,141.049,"De La Ghetto, Quevedo My Love"
Llegamos,Quevedo,Llegamos,3tMq8Ip7cpwsgipbdSTJwx,3hizTOSrkSJOpHGSXrE1Ue,,2020-12-11,169524,,0.517,0.657,8,-5.358,1,0.106,0.192,0.0,0.136,0.674,86.628,Quevedo Llegamos
GRIS,"Quevedo, ROSO",GRIS,53D7JwXUtlBtoEXu4Hb66T,6dtt4yvSQs7gH5P3qQaK3N,,2020-10-19,187803,,0.749,0.348,4,-12.718,0,0.321,0.508,0.00261,0.265,0.693,179.865,"Quevedo, ROSO GRIS"
QUEVEDO #49 AFTER HOUR THE MIXTAPE,"DJ Saot ST, Quevedo, BlueFire",QUEVEDO #49 AFTER HOUR THE MIXTAPE,1LpolAKMQqxo1yAGg4IYVp,4vJKFyVeEGydftAuefJe6Y,,2023-05-31,120000,,0.697,0.597,8,-6.716,0,0.19,0.229,2.55e-05,0.0525,0.363,114.795,"DJ Saot ST, Quevedo, BlueFire QUEVEDO #49 AFTER HOUR THE MIXTAPE"
Yatekomo,"Juseph, Quevedo",Yatekomo,3zzKotWathmZrCMkiF5wha,7ILwxghUppFKHnAJ5ziB8X,,2022-05-13,213354,,0.849,0.647,10,-6.935,1,0.179,0.138,0.0,0.0858,0.576,89.988,"Juseph, Quevedo Yatekomo"
En Alta,"J Balvin, Omar Courtz, YOVNGCHIMI, Quevedo, Mambo Kingz, DJ Luian",En Alta (Quevedo),2GVUHI3j9T7FUHToqFulkv,5QX43W0c6X53arJNNtDV8U,,2023-06-23,250893,,0.569,0.758,0,-6.961,0,0.202,0.405,0.0,0.149,0.53,142.823,"J Balvin, Omar Courtz, YOVNGCHIMI, Quevedo, Mambo Kingz, DJ Luian En Alta"
Se Mandó a Mudar,"Mdmoney, Quevedo, Doc Psych",2060,6lRwZVGDwXgMhKMlL0kF1b,20IMNij3rmO74sKMoTuN3p,,2021-12-30,246333,,0.645,0.68,1,-4.783,0,0.0778,0.372,0.000308,0.122,0.158,180.019,"Mdmoney, Quevedo, Doc Psych Se Mandó a Mudar"
Nonstop,Quevedo,Nonstop,2G1SgkA5PDEdKl0iAZ7MWP,7ANJlQ67bYtNz0rNUFL0E2,,2022-03-04,229658,,0.733,0.578,9,-8.175,1,0.0889,0.11,0.0,0.456,0.293,139.045,Quevedo Nonstop
NANA,"Quevedo, GARZI",NANA,5PC0MLnnxaPbogA5C4uPCv,2mgz8ME636F6lYDYDxIz9q,,2021-11-06,157505,,0.84,0.457,11,-9.535,0,0.0803,0.013,0.00448,0.107,0.343,128.024,"Quevedo, GARZI NANA"
Estás con él - Acústico,"Wos LasPalmas, Quevedo",Estás con él (Acústico),7ykdPN1hC7WhxxmjTPWWsn,0o2P8Vla2FKmmdX25rHvMr,,2022-01-07,206902,,0.518,0.61,7,-7.326,1,0.161,0.473,0.0,0.13,0.398,116.121,"Wos LasPalmas, Quevedo Estás con él - Acústico"
Planteamiento Erróneo,Quevedo,Planteamiento Erróneo,5AY5u0CHJNBXYDaWWeX0Za,3bWRxb5rFHlmxo7mwDPNsO,,2020-10-16,133004,,0.797,0.524,0,-11.832,0,0.451,0.731,6.79e-05,0.14,0.473,87.987,Quevedo Planteamiento Erróneo
Wait,DINO,Wait,3D7f39m0ONz8okCm5o9Bxg,1KkC3Nzxv3OZorm5m1843p,,2023-11-27,158800,,0.762,0.811,8,-4.658,1,0.0696,0.0779,4.98e-05,0.0534,0.671,95.022,DINO Wait
Sweet Venom,ENHYPEN,ORANGE BLOOD,7dsAlxH9cMgyREm8OLdWWT,2YmfV4lAjrAQvuggKCUX6m,,2023-11-17,148753,,0.84,0.673,10,-3.685,1,0.0427,0.0426,0.0,0.0971,0.911,115.004,ENHYPEN Sweet Venom
Don't Go Insane,DPR IAN,Don't Go Insane,4GLbvgylMSGQ87JZL0TER1,5izX3yhDZHqQFi8p2m6RHi,,2023-10-04,204880,,0.721,0.481,7,-6.199,0,0.061,0.191,5.85e-06,0.11,0.597,115.007,DPR IAN Don't Go Insane
LALALALA,Stray Kids,ROCK-STAR,0aJnGEZWIc1VCYlZOXv05a,1OG1NoKpZZLrMqMYCk9m84,,2023-11-10,182224,,0.705,0.849,0,-2.595,1,0.0493,0.0647,0.0,0.653,0.609,125.976,Stray Kids LALALALA
NOBODY,"JEON SOYEON, WINTER, LIZ (IVE)",NOBODY,1Y48ZHmfvedT16bNakv13v,4loUHO28CuvSbEiZXId1BD,,2023-11-16,161121,,0.763,0.857,2,-2.75,1,0.0485,0.437,0.0,0.0714,0.891,109.994,"JEON SOYEON, WINTER, LIZ (IVE) NOBODY"
Chill Kill,Red Velvet,Chill Kill - The 3rd Album,4UUICitfodUVCNhzmDFbrO,68gQG2HpRMxIRom4pCugMq,,2023-11-13,214800,,0.531,0.747,0,-3.717,1,0.0946,0.0549,0.0,0.244,0.434,148.039,Red Velvet Chill Kill
Guilty,TAEMIN,Guilty - The 4th Mini Album,1lnDLQ5nH1V3ST8MuVGmQW,4jMwQaDiDICry8Ia1gFnAn,,2023-10-30,190173,,0.572,0.777,6,-4.27,0,0.0421,0.289,4.42e-06,0.141,0.665,81.983,TAEMIN Guilty
Bad News,KISS OF LIFE,Born to be XX,6yDtQxvq1XRC7Y5qtS03Xx,7AGq5qaaF9awHDaKuCvVjj,,2023-11-08,160387,,0.581,0.857,0,-4.108,1,0.233,0.249,0.0,0.171,0.879,83.687,KISS OF LIFE Bad News
MANIAC,VIVIZ,The 4th Mini Album 'VERSUS',56EQPw5TQ6OPVYbbmuzw7y,618OKP1lBkNJL8uZdNSvQE,,2023-11-02,195520,,0.753,0.579,9,-4.514,1,0.071,0.19,0.0,0.0931,0.818,114.961,VIVIZ MANIAC
Baddie,IVE,I'VE MINE,5J7VAdKdGZGme6wymgopbp,7uyeEbG6hyApgXuEypGcsZ,,2023-10-13,154360,,0.736,0.678,5,-4.503,1,0.0464,0.0459,5.46e-06,0.104,0.757,160.045,IVE Baddie
Hmm-cheat,Crush,wonderego,7ikvq6MB2VhB2IPCDO6RnP,7hYGWflgiI2aa25jOgL6eg,,2023-11-14,183827,,0.753,0.925,1,-3.98,1,0.126,0.0608,0.0,0.241,0.82,107.987,Crush Hmm-cheat
CRUSH,ZEROBASEONE,MELTING POINT,5XHHcWUt6zy1nkbzt707ys,2qiWQf7ka0C4XoA7JAZ1q5,,2023-11-06,169041,,0.662,0.801,6,-4.73,1,0.088,0.0938,0.0,0.124,0.274,153.941,ZEROBASEONE CRUSH
God of Music,SEVENTEEN,SEVENTEEN 11th Mini Album 'SEVENTEENTH HEAVEN',1rE0Gy69MFUh4GuXafWd0f,4MTNimMDRyFZv37Thcktwa,,2023-10-23,205133,,0.728,0.912,11,-2.55,0,0.167,0.0458,0.0,0.102,0.808,120.044,SEVENTEEN God of Music
Love Lee,AKMU,Love Lee,47xcjDSi1t6pQE2RvXKdUF,1qosh64U6CR5ki1g1Rf2dZ,,2023-08-21,179683,,0.914,0.532,5,-6.6,0,0.0734,0.453,4.57e-06,0.169,0.706,100.029,AKMU Love Lee
Talk Saxy,RIIZE,Talk Saxy,0XDt5xgg2nI1Gqmf6isfm0,2cEwQnP4284g37N6D7ETND,,2023-10-27,190941,,0.713,0.585,5,-5.592,0,0.0385,0.11,0.0,0.104,0.572,89.007,RIIZE Talk Saxy
You & Me,JENNIE,JENNIE Special Single [You & Me],1Vzh3fTdh0R0evafCcpNpL,6gcuJpHu0Ey30D5WR76y98,,2023-10-06,179164,,0.787,0.573,9,-6.197,1,0.0606,0.0147,1.72e-05,0.0926,0.575,111.996,JENNIE You & Me
Chasing That Feeling,TOMORROW X TOGETHER,The Name Chapter: FREEFALL,63fWdGyeBj8VDjvHSUROx3,0ZPjVmof45INEERgYfadtv,,2023-10-13,182670,,0.69,0.842,10,-4.288,0,0.0739,0.0153,0.0,0.0639,0.626,141.994,TOMORROW X TOGETHER Chasing That Feeling
Screen Time (Feat. Hoshi of SEVENTEEN),"Epik High, HOSHI",Screen Time,5E5xpayOlNMK28OxS7deDq,4yorFTfi9Tay8tG0NNK7vB,,2023-11-01,233775,,0.524,0.537,9,-6.864,1,0.231,0.359,4.72e-06,0.0816,0.481,87.813,"Epik High, HOSHI Screen Time (Feat. Hoshi of SEVENTEEN)"
ANTIFRAGILE,LE SSERAFIM,ANTIFRAGILE,3u0ggfmK0vjuHMNdUbtaa9,4fsQ0K37TOXa3hEQfjEic1,,2022-10-17,184444,,0.882,0.797,10,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025,LE SSERAFIM ANTIFRAGILE
