Track Name,Artists,Album Name,Album Id,Track ID,Popularity,Release Date,Duration (ms),Explicit URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Artists_Song
Last Christmas - Remastered,Wham!,Twenty Five,5HaOXSCK1IlwzV4ve7CUKY,6wn2nmFn3wDuiMldRiuRuL,,2006-11-11,267160,,0.757,0.618,11,-7.964,0,0.0282,0.262,0.0,0.221,0.861,106.856,Wham! Last Christmas - Remastered
It's Beginning to Look a Lot like Christmas,Michael Bublé,Christmas (Deluxe Special Edition),7uVimUILdzSZG4KKKWToq0,5a1iz510sv2W9Dt1MvFd5R,,2012-11-09,206640,,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,Michael Bublé It's Beginning to Look a Lot like Christmas
You Make It Feel Like Christmas (with Blake Shelton),"Gwen Stefani, Blake Shelton",You Make It Feel Like Christmas (Deluxe Edition - 2020),0xXKtxOYqLBTjcefyh8Oz8,3SjaE7SExrVnRZi45KXT3O,,2020-10-23,156773,,0.635,0.87,2,-4.291,0,0.04,0.0152,0.0,0.118,0.912,92.999,"Gwen Stefani, Blake Shelton You Make It Feel Like Christmas (with Blake Shelton)"
"Santa, Can’t You Hear Me","Kelly Clarkson, Ariana Grande",When Christmas Comes Around...,5sVFXIMrFRKBtDOexVlBBU,2O3MQ6H3gjrIWDcpeTrikT,,2021-10-15,242645,,0.495,0.896,11,-2.381,1,0.0331,0.005,0.0,0.353,0.462,146.04,"Kelly Clarkson, Ariana Grande Santa, Can’t You Hear Me"
A Nonsense Christmas,Sabrina Carpenter,A Nonsense Christmas,2D2boDrCPl6idtxpJF6r38,7yogx3TwxGwSxO2QITsT2q,,2022-12-07,153100,,0.722,0.75,8,-4.051,1,0.0445,0.00768,0.0,0.128,0.57,139.019,Sabrina Carpenter A Nonsense Christmas
DJ Play A Christmas Song,Cher,DJ Play A Christmas Song,6s5Q4m7eVFpdPwzGCLiYX8,2ljUUoqlnRUGGa7bmpvevC,,2023-10-06,209107,,0.533,0.76,11,-7.256,0,0.121,0.157,0.0,0.614,0.466,133.916,Cher DJ Play A Christmas Song
Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"Mariah Carey, Ariana Grande, Jennifer Hudson",Oh Santa! (feat. Ariana Grande & Jennifer Hudson),2g0Ha2fsHrVBueqWdBGUpB,1Ri9P0ZPrqr6h0REDRdJBd,,2020-12-04,200467,,0.648,0.938,1,-3.298,1,0.115,0.0339,1.28e-06,0.0564,0.849,78.496,"Mariah Carey, Ariana Grande, Jennifer Hudson Oh Santa! (feat. Ariana Grande & Jennifer Hudson)"
Snowman - Sped Up Version,"Sia, sped up nightcore",Snowman (Sped Up Version),4ZGx4gR1GCT5i5zOHsRX6T,3BwbSLW4YtIGkhCNFsHu52,,2022-07-07,137578,,0.764,0.417,4,-9.16,1,0.0461,0.292,0.0,0.0832,0.575,126.004,"Sia, sped up nightcore Snowman - Sped Up Version"
Mistletoe,Justin Bieber,Under The Mistletoe (Deluxe Edition),63MKT9hwmiMFFdFp5SdB1p,7xapw9Oy21WpfEcib2ErSA,,2011-01-01,182947,,0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,Justin Bieber Mistletoe
Hallelujah,Pentatonix,A Pentatonix Christmas Deluxe,3sId8sOH47yqOWopzbEtJn,0HZk0QsXPhMNAWNDR3rYE8,,2017-12-06,268960,,0.364,0.378,7,-7.381,0,0.0331,0.47,0.0,0.339,0.366,89.918,Pentatonix Hallelujah
Like It's Christmas,Jonas Brothers,Like It's Christmas,2SOQX9qSOQhxc0PsI5LNnu,1OjmlSFuzYflWjSMTCyTJv,,2019-11-08,200880,,0.725,0.571,1,-6.007,1,0.102,0.0183,0.0,0.0519,0.61,146.035,Jonas Brothers Like It's Christmas
My Only Wish (This Year),Britney Spears,My Only Wish (This Year),3Hocp9QorapDRHSyZ1AOVL,0YWUHZPJVg4iujddsJDwhM,,2000-11-14,255400,,0.669,0.843,0,-3.766,1,0.0268,0.169,0.0,0.195,0.702,147.08,Britney Spears My Only Wish (This Year)
santa doesn’t know you like i do,Sabrina Carpenter,fruitcake,7EisdwWcodpmHxgpGVE5Pg,5mi0HQrZMhRb2MRdFiUP6v,,2023-11-17,189753,,0.61,0.722,1,-4.102,1,0.0275,0.125,0.0,0.312,0.42,99.976,Sabrina Carpenter santa doesn’t know you like i do
Christmas (Baby Please Come Home),Caylee Hammack,Christmas (Baby Please Come Home),0pZykWJQyWBjOY8c2RSRv2,54H84HFq1hUDEOcYxbTjrL,,2022-11-04,162840,,0.3,0.91,3,-2.002,1,0.0533,0.00407,0.0,0.0819,0.585,132.242,Caylee Hammack Christmas (Baby Please Come Home)
Sleigh Ride,Miley Cyrus,Spotify Singles - Holiday,0kCDFEzZ3zNnr5zdO0Bh08,7enVhl0fuHvQ4ErXvAXYIH,,2017-11-29,184953,,0.583,0.749,2,-8.286,1,0.0453,0.193,0.0,0.151,0.766,166.213,Miley Cyrus Sleigh Ride
One More Sleep,Leona Lewis,"Christmas, With Love",4HRXnpdnLJGTkHSRk4roEs,78pn8k7RogKo2oxl0DyX6d,,2013-12-02,239587,,0.638,0.813,11,-3.849,1,0.0362,0.464,0.0,0.344,0.754,112.986,Leona Lewis One More Sleep
River,Olivia Rodrigo,High School Musical: The Musical: The Holiday Special (Original Soundtrack),389VFKfgX6qu3L25ctkEFj,0Nzivfp90nH1WCPAMm7PV4,,2020-11-20,202075,,0.453,0.235,0,-10.024,1,0.0308,0.933,0.000205,0.115,0.279,67.869,Olivia Rodrigo River
"Merry Christmas, Happy Holidays",*NSYNC,Home For Christmas,6uIB97CqMcssTss9WrtX8c,4v9WbaxW8HdjqfUiWYWsII,,1998-10-27,255307,,0.643,0.939,5,-3.967,1,0.0463,0.104,0.0,0.881,0.756,104.999,"*NSYNC Merry Christmas, Happy Holidays"
I Don't Need It To Be Christmas At All,Matt Rogers,Have You Heard of Christmas?,7lG5kp3WDqPlIap6aPJVLd,1wmPiEINk0ig3Q0Cit7Anh,,2023-11-03,185557,,0.589,0.804,0,-5.234,1,0.0558,0.0317,0.0,0.0624,0.643,137.843,Matt Rogers I Don't Need It To Be Christmas At All
Holly Jolly Christmas,Michael Bublé,Christmas,3CKVXhODttZebJAzjUs2un,6tjituizSxwSmBB5vtgHZE,,2011-10-14,119787,,0.647,0.465,7,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,151.251,Michael Bublé Holly Jolly Christmas
"You’re A Mean One, Mr. Grinch","Lindsey Stirling, Sabrina Carpenter",Warmer In The Winter (Deluxe Edition),7wfjL0ZBEycLvXzJmHF45g,6TXAjof8V0Gr4zFoY00zHR,,2018-10-19,166133,,0.567,0.695,9,-4.896,0,0.0559,0.134,0.0,0.177,0.424,107.934,"Lindsey Stirling, Sabrina Carpenter You’re A Mean One, Mr. Grinch"
Christmas Without You,Ava Max,Christmas Without You,4vxk8Q78WLINHtJpDSuvq7,1QLZKzC2pjP4ySf4ALrNhm,,2020-10-15,169245,,0.654,0.596,1,-4.68,1,0.0458,0.424,0.0,0.11,0.382,118.078,Ava Max Christmas Without You
Jingle Bell Rock -Spotify Singles Holiday,MisterWives,Jingle Bell Rock -Spotify Singles Holiday,4U8CZl7b1nxhmEAaM5AbWk,7Ao5aouOwI94DuwcXa5X1i,,2021-11-17,142893,,0.629,0.657,4,-7.771,1,0.0313,0.169,2.74e-05,0.454,0.603,120.013,MisterWives Jingle Bell Rock -Spotify Singles Holiday
Love to Keep Me Warm,"Laufey, dodie",Love to Keep Me Warm,1yfNBTaCzznm3bLF0QHQmi,3bq7dXN7arTdaq8mmKXxob,,2021-12-03,158133,,0.669,0.208,0,-12.539,1,0.0692,0.97,0.000524,0.106,0.315,139.928,"Laufey, dodie Love to Keep Me Warm"
You Deserve It All,John Legend,You Deserve It All,5Ak2W28qw9158kDPOwQJFd,2ZAEbbKPNf1Wv1fifB2nyd,,2021-11-11,198627,,0.524,0.739,0,-6.681,1,0.0386,0.215,0.0,0.0636,0.48,83.095,John Legend You Deserve It All
Christmas Wrapping,Spice Girls,Goodbye,1ANKUQ8iU1mnN3jpGXFiT1,1O2ymfIOPUz7RLzjDCnCWv,,1998-12-11,257933,,0.74,0.857,9,-6.134,1,0.0414,0.104,0.0,0.109,0.898,115.954,Spice Girls Christmas Wrapping
Please Come Home For Christmas,Ryland James,Please Come Home For Christmas,08IMJctnRCU6sW75YKjbpw,3cZRpCsi78sk2u4XW0vosp,,2019-11-01,197093,,0.399,0.349,9,-9.011,1,0.0271,0.871,9e-05,0.101,0.205,172.0,Ryland James Please Come Home For Christmas
Kid On Christmas (feat. Meghan Trainor),"Pentatonix, Meghan Trainor",Holidays Around the World,73NpyNEQHBYey6oZZrFD6X,5glU2EWqa5hpYqGPboSNjV,,2022-10-28,202600,,0.419,0.817,2,-4.704,1,0.0468,0.0243,0.0,0.251,0.317,78.107,"Pentatonix, Meghan Trainor Kid On Christmas (feat. Meghan Trainor)"
the b*tch who stole christmas,Boys World,the b*tch who stole christmas,60bxITz36xeSamTsQ0Kn8d,16diS2hN9fIZiyjdtjJjPE,,2023-11-17,142206,,0.647,0.8,6,-4.2,0,0.0794,0.323,0.0,0.247,0.373,112.787,Boys World the b*tch who stole christmas
Cozy Little Christmas,Katy Perry,Cozy Little Christmas,5IxObv8TvRsYE6DGKnbrXn,02FaKXXL7KUtRc7K0k54tL,,2018-11-15,182521,,0.774,0.608,7,-6.264,1,0.128,0.128,0.0,0.0895,0.56,137.494,Katy Perry Cozy Little Christmas
Silent Night,Teddy Swims,A Very Teddy Christmas,5Uz5dJxxx80FlqetqpvCJp,1rRb8IFx7OYqlZnt6ag7cP,,2021-10-15,251360,,0.291,0.233,2,-11.804,1,0.0328,0.88,6.24e-05,0.102,0.134,118.776,Teddy Swims Silent Night
I'll Be Home for Christmas (feat. Jonathan Groff),"Lea Michele, Jonathan Groff",Christmas in The City,2Fj2qfm8s99jksE5aTuyaC,3fiUXmUY9DZczfqMwGP3l0,,2019-10-25,193587,,0.275,0.391,9,-8.183,1,0.0308,0.821,7.67e-06,0.129,0.26,202.474,"Lea Michele, Jonathan Groff I'll Be Home for Christmas (feat. Jonathan Groff)"
Merry Christmas,"Ed Sheeran, Elton John",Merry Christmas,3pqY0b5nEKoWwSrrwMwqMK,3bH2Eu9A9ymI4UnGHRmoXg,,2021-12-03,208547,,0.594,0.935,0,-2.018,1,0.0357,0.243,2.36e-06,0.102,0.602,113.99,"Ed Sheeran, Elton John Merry Christmas"
Dear Santa,OneRepublic,Dear Santa,2hhMU1z6iEq0UxYMBdp9xp,5zqzV32ifPJ9XhqfyjYrBy,,2023-10-20,169733,,0.556,0.819,11,-5.707,1,0.0459,0.249,0.0,0.101,0.815,145.155,OneRepublic Dear Santa
What Christmas Means To Me,Hanson,Snowed In,564uqr2elEUQySk2eKFp6V,5MPd7GzOkGRoFBaSqmqiSL,,1997-01-01,223133,,0.529,0.883,6,-5.848,1,0.0419,0.00129,0.034,0.145,0.826,167.705,Hanson What Christmas Means To Me
O Holy Night,Céline Dion,These are Special Times,5k27z7TrQn2O0mKMoiwHzN,5547x0ZawobhfSeh2QKAca,,1998-10-30,320760,,0.161,0.295,7,-8.873,1,0.0378,0.717,3.18e-06,0.0945,0.0565,76.938,Céline Dion O Holy Night
Have Yourself A Merry Little Christmas,Sam Smith,Have Yourself A Merry Little Christmas,3nCpXy6LlyXWuFR08tMycK,1Qi2wh8fFgDV7tl4Sj3f2K,,2014-12-05,170964,,0.438,0.178,5,-9.402,1,0.0414,0.957,0.0,0.316,0.344,75.248,Sam Smith Have Yourself A Merry Little Christmas
Hard Candy Christmas,Ralph,Hard Candy Christmas,29bRAOozywfaeNNM3hQi2r,5OotiuR5xoCmLqeq1P8PFn,,2020-11-06,208800,,0.644,0.586,11,-6.33,1,0.0397,0.593,0.0,0.0753,0.27,100.056,Ralph Hard Candy Christmas
Ring Out The Bells,Sarah Connor,Not So Silent Night (The Cozy Edition),1EcCxcRK4DX7ol3JrvxKOs,51ENvfID6cZE2i08sqy7as,,2023-11-17,239707,,0.672,0.812,0,-4.081,1,0.0456,0.0223,0.0,0.062,0.771,139.999,Sarah Connor Ring Out The Bells
Back Home For Christmas,Mimi Webb,Back Home For Christmas,2MgK4cYEZ5g5tx1K1AEWeG,06b5RW4WE4wa0rr62PMA7s,,2023-11-10,215526,,0.612,0.772,9,-4.382,1,0.0484,0.0888,0.0,0.178,0.708,144.001,Mimi Webb Back Home For Christmas
Christmas the Whole Year Round,Sabrina Carpenter,Christmas the Whole Year Round,637asSTw4aLXrTD4ZLHSMV,065CI94mu3IZwqPU4BX4Cb,,2015-01-01,179427,,0.565,0.898,6,-2.956,1,0.0915,0.146,0.0,0.131,0.962,187.917,Sabrina Carpenter Christmas the Whole Year Round
Wrap Me Up,"Jimmy Fallon, Meghan Trainor",Wrap Me Up,0M6OuM3H038lJkpl5EMzik,1tGlu4k3SPA1kHVSpDSo3u,,2023-11-17,148028,,0.611,0.674,1,-5.209,0,0.0547,0.02,0.0,0.297,0.652,147.689,"Jimmy Fallon, Meghan Trainor Wrap Me Up"
Don't Give Your Heart Away for Christmas,Alexander Stewart,Don't Give Your Heart Away for Christmas,2s3Wa5FblJ5qXPZsULI6co,6fE2Kjwd5Fh2xF9IeuiOY4,,2019-11-29,134308,,0.621,0.862,7,-3.408,1,0.041,0.0207,0.0,0.0802,0.68,130.05,Alexander Stewart Don't Give Your Heart Away for Christmas
"White Christmas - Spotify Singles - Christmas, Recorded at Sound Stage Studios Nashville",Meghan Trainor,"White Christmas (Spotify Singles - Christmas, Recorded at Sound Stage Studios Nashville)",4khvhw7hfvRpSU1EokuED4,71azyw4EJDlGru5Uw6DGzT,,2018-11-19,194312,,0.566,0.437,9,-10.13,1,0.0359,0.427,3.35e-06,0.373,0.513,67.053,"Meghan Trainor White Christmas - Spotify Singles - Christmas, Recorded at Sound Stage Studios Nashville"
Christmas Time,Christina Aguilera,My Kind Of Christmas,0EmIJRj74RImuDbGJh4iOu,49k6iIn3ceIhyeFNSQChQh,,2000-11-03,241600,,0.662,0.844,1,-4.897,0,0.0728,0.121,2.04e-06,0.539,0.485,99.639,Christina Aguilera Christmas Time
This Christmas,Tyler Shaw,This Christmas,1NWj1i8hK3e08JDDrKkVLL,69ICDnEzZqopqoQ7LG2e2u,,2022-10-14,147673,,0.633,0.525,8,-3.946,1,0.0237,0.285,0.0,0.105,0.544,95.068,Tyler Shaw This Christmas
It's the Most Wonderful Time of the Year,Kylie Minogue,Kylie Christmas (Snow Queen Edition),27kFmSAWcM5QRPzpbl1gvI,4xjKPpeWbUCgQo6VnJLHZB,,2016-11-25,164867,,0.201,0.762,9,-5.802,0,0.0578,0.548,0.0,0.0839,0.436,202.936,Kylie Minogue It's the Most Wonderful Time of the Year
Merry Christmas Darling - Single Version,Carpenters,The Essential Collection (1965-1997),4neiBTHUC0mgKE3Soz0QqK,6W65jVdn0JtttcvFN1KppC,,2002-10-15,185907,,0.363,0.338,7,-8.148,1,0.0283,0.732,0.0,0.132,0.134,81.595,Carpenters Merry Christmas Darling - Single Version
Please Santa Please,Pentatonix,The Greatest Christmas Hits,4tRcSRjaE98LsBVOm6cSJT,398egUWDwedHWTPQmlel9E,,2023-10-20,197347,,0.533,0.843,5,-4.161,1,0.0535,0.0392,0.0,0.448,0.725,140.02,Pentatonix Please Santa Please
Make It To Christmas,Alessia Cara,Make It To Christmas,78M2SymJDiLORvKBQHgmKl,6RS6rcjnWrdfVuu2U2W2dj,,2019-11-08,211013,,0.522,0.522,2,-7.87,1,0.0383,0.13,0.0,0.438,0.305,77.072,Alessia Cara Make It To Christmas
Holiday Party,Dan + Shay,Holiday Party,6KqZkIWf9uZAPTgH46kYx1,2ZiKXOsDvx9TfXIJT5cZGN,,2022-11-04,181027,,0.727,0.726,2,-3.813,1,0.0243,0.289,0.0,0.362,0.804,107.956,Dan + Shay Holiday Party
Christmas Time Is Here,Tori Kelly,A Tori Kelly Christmas,3T1Te4622DNLaTajXIkY9l,0yHmaiDRUkiQcl0heatewy,,2020-10-30,183547,,0.297,0.178,3,-10.578,0,0.0307,0.695,0.0,0.292,0.101,79.555,Tori Kelly Christmas Time Is Here
Christmas in New York,Backstreet Boys,A Very Backstreet Christmas,0DmM20iJ1NjdQSxGs6kCGt,3axLCXlw1dxiQQHeU6VlqO,,2022-10-14,273395,,0.254,0.47,4,-7.944,1,0.0288,0.662,0.0,0.274,0.161,96.513,Backstreet Boys Christmas in New York
Step Into Christmas - Remastered 1995,Elton John,Caribou (Remastered 1995),2R5dzEQT6MDsnwiZSpWgqC,11P4sSu6BH2lAbWk1sL6cK,,1974-06-28,272333,,0.54,0.928,2,-6.252,1,0.0337,0.0887,1.11e-05,0.314,0.796,140.419,Elton John Step Into Christmas - Remastered 1995
Enough for Me,Jordi,Enough for Me,5KRt0e3eeOCw1E7ap3DJMK,2khGNxyQqfetxe3Mn883MB,,2023-12-01,219144,,0.655,0.538,2,-5.745,1,0.0964,0.46,0.0,0.617,0.406,91.913,Jordi Enough for Me
Christmas Everyday,Brandy,Christmas With Brandy,2ayHngxy15Agz0O0qEB9Nk,2CIQP9j2Q8Qlm9HMCKGERh,,2023-11-10,206851,,0.553,0.737,7,-5.928,1,0.0307,0.0976,0.0,0.116,0.474,81.991,Brandy Christmas Everyday
8 Days of Christmas,Destiny's Child,8 Days Of Christmas,0MnAbxbwU1Rjg8hbGzKjYZ,7o4HtESXicUqk3oRqngIsS,,2001-10-30,209360,,0.685,0.8,9,-1.866,0,0.202,0.0493,0.0,0.0799,0.587,99.675,Destiny's Child 8 Days of Christmas
Man With The Bag,Jessie J,This Christmas Day,5FVQjSLBVMdWaZYD4vf3gS,2Ysi49tRdVH74d1Cnc4o94,,2018-10-26,163560,,0.626,0.676,7,-3.178,1,0.0739,0.608,0.0,0.493,0.684,140.677,Jessie J Man With The Bag
Candy Cane Kisses,Lyn Lapid,XMAS 01,3StuIrKZYryr4ZICoWRqqc,0BZQBuRR8NN4NweUyw68Vj,,2021-11-12,133159,,0.688,0.497,5,-8.328,1,0.0462,0.427,0.0,0.129,0.437,136.999,Lyn Lapid Candy Cane Kisses
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,"Santa Claus Is Comin' to Town (Live at C.W. Post College, Greenvale, NY - December 1975)",6SEtGOi92yZM5TyAGlXlpZ,6s2wpWPFPAgKg2LXxi1Oee,,1981,267600,,0.357,0.668,0,-8.444,1,0.0479,0.362,1.37e-06,0.727,0.407,139.986,"Bruce Springsteen Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975"
Glittery - From The Kacey Musgraves Christmas Show,"Kacey Musgraves, Troye Sivan",The Kacey Musgraves Christmas Show,0KY2QQMpqsy1tOyNhr4zxI,4dFtIGQBrYjiskk7fN5Wmx,,2019-11-29,143467,,0.509,0.307,1,-9.616,0,0.0307,0.874,0.0,0.701,0.392,85.471,"Kacey Musgraves, Troye Sivan Glittery - From The Kacey Musgraves Christmas Show"
My Kind Of Present,Meghan Trainor,A Very Trainor Christmas (Deluxe),7kaFsOsRsco4FP5y9Cx0Yf,3LOfU1kaplBBNd2jeiGa0N,,2021-10-29,161013,,0.485,0.444,1,-6.232,1,0.195,0.373,2.5e-06,0.0969,0.777,179.967,Meghan Trainor My Kind Of Present
Mele Kalikimaka (Merry Christmas),"Bing Crosby, The Andrews Sisters",White Christmas,42KK3F8HTm1dyv5iFsCXdw,04vLj9QUXoKdRlsp3gkURo,,1945-01-01,175333,,0.5,0.224,3,-12.431,1,0.0935,0.646,0.0,0.284,0.62,202.481,"Bing Crosby, The Andrews Sisters Mele Kalikimaka (Merry Christmas)"
Jolly Old Saint Nicholas,Caveboy,Jolly Old Saint Nicholas,2WvlljI2jFK7CuyXUpSghq,796k6Hy4NnPq2TSBieDIwH,,2020-11-20,131471,,0.669,0.615,7,-3.567,1,0.0273,0.0103,0.0,0.391,0.868,136.077,Caveboy Jolly Old Saint Nicholas
Thank You Note,salem ilese,Thank You Note,15XmhSKh6fCVeiRbknWKlT,67ss3RFo9MIjrdJcyINI0w,,2021-12-10,156266,,0.637,0.705,10,-7.546,0,0.0502,0.121,0.0,0.0857,0.553,158.013,salem ilese Thank You Note
Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",Signature Box,555NIhJIQ4XoS5N7VglF0v,27RYrbL6S02LNVhDWVl38b,,2010-10-05,214333,,0.321,0.64,2,-10.023,1,0.0324,0.28,0.0,0.718,0.414,146.172,"John Lennon, Yoko Ono Happy Xmas (War Is Over) - Remastered 2010"
Christmas Isn't Canceled (Just You),Kelly Clarkson,When Christmas Comes Around...,5sVFXIMrFRKBtDOexVlBBU,4zHDuDQx8dcWVmVVtyIzRO,,2021-10-15,231549,,0.58,0.789,1,-4.918,0,0.0457,0.0429,0.0,0.146,0.572,139.901,Kelly Clarkson Christmas Isn't Canceled (Just You)
Mary's Boy Child,Boney M.,Fantastic Boney M.,1SBAgYpxxNiCQN7qxCJxDX,3Fi1Omhrp7yzJOCbhzhpLk,,1984-12-03,270440,,0.771,0.526,0,-13.172,1,0.0455,0.505,0.0,0.13,0.921,112.507,Boney M. Mary's Boy Child
Santa's Coming for Us,Sia,Everyday Is Christmas (Deluxe Edition),2vcGYJcPfXUmCdcXXqqukg,1N1ZpYUJc9fwrqk53FGgWv,,2018-11-01,205267,,0.547,0.814,1,-6.191,1,0.12,0.0215,0.0,0.0475,0.724,92.986,Sia Santa's Coming for Us
Do They Know It's Christmas? - 1984 Version,Band Aid,Do They Know It’s Christmas?,2WlRAsKdyYOwg2tdBjxVwq,4Yg2w0P29BBBMixyeNjDtj,,1984-11-25,222533,,0.598,0.643,0,-6.933,1,0.0364,0.164,3.35e-05,0.0992,0.349,115.41,Band Aid Do They Know It's Christmas? - 1984 Version
Kissin' In The Cold,"JP Saxe, Julia Michaels",Kissin' In The Cold,1HsifiywuteSStUutGfkpO,2nZq5WQOW4FEPxCVTdNGfB,,2020-12-08,224084,,0.528,0.343,0,-7.62,1,0.036,0.777,0.0,0.162,0.342,64.879,"JP Saxe, Julia Michaels Kissin' In The Cold"
Jingle Bells (feat. The Puppini Sisters),"Michael Bublé, The Puppini Sisters",Christmas,3CKVXhODttZebJAzjUs2un,4qBejt9FeqLI9blHI1Nq1x,,2011-10-14,159973,,0.702,0.588,5,-5.914,1,0.0563,0.634,0.0,0.198,0.849,122.945,"Michael Bublé, The Puppini Sisters Jingle Bells (feat. The Puppini Sisters)"
HERE (For Christmas),Lukas Graham,HERE (For Christmas),1a8Dr6FUUhI7Z6dqSxS8hA,1Cth2nNUYYfCiSoIei6rCi,,2019-11-08,240689,,0.742,0.625,8,-5.296,1,0.059,0.296,0.0,0.148,0.31,114.902,Lukas Graham HERE (For Christmas)
One I've Been Missing,Little Mix,Confetti (Expanded Edition),0KDISpxSUWynoaqwEaEeX8,632gXr9GJAsy7UBd7Dg7G4,,2020-12-11,192945,,0.535,0.646,0,-4.377,1,0.0294,0.104,0.0,0.0818,0.37,97.963,Little Mix One I've Been Missing
Santa Baby,"Ariana Grande, Liz Gillies",Christmas Kisses,5MfeQZrrNfMqcaq03U9qOr,6YJdPrH3i2POzu7hdHIRrb,,2013-01-01,170933,,0.748,0.778,0,-5.752,1,0.137,0.0501,0.0,0.284,0.777,95.989,"Ariana Grande, Liz Gillies Santa Baby"
Let It Snow (with Babyface),"Tori Kelly, Babyface",Let It Snow (with Babyface),0mGgMEeDac12bcX7XwkH4M,3BhlC2eX8obANfmLEwo1ia,,2020-10-28,118395,,0.414,0.664,1,-5.664,1,0.0415,0.227,0.0,0.271,0.526,137.095,"Tori Kelly, Babyface Let It Snow (with Babyface)"
White Christmas,OneRepublic,White Christmas,4FBLqxwj4oy8mbRrNwjzdR,6ufGxYHEaHNoF3Wvr3xMuj,,2018-11-09,126514,,0.422,0.449,5,-8.447,1,0.0302,0.151,0.0,0.21,0.149,108.103,OneRepublic White Christmas
Not Tonight Santa,Girls Aloud,Chemistry,2ysysUy9AzjKZ1IKWX680w,55fhKXmY0UzzGT4AUwNvRe,,2005-01-01,161933,,0.639,0.877,9,-4.615,1,0.042,0.00163,0.0,0.205,0.944,137.009,Girls Aloud Not Tonight Santa
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,McCartney II (Special Edition),48rypPDKdKiusMXKaYcEGV,1SV1fxF65n9NhRHp3KlBuu,,1980-05-16,227653,,0.774,0.511,11,-8.914,1,0.0319,0.322,0.0,0.0672,0.771,94.736,Paul McCartney Wonderful Christmastime - Edited Version / Remastered 2011
Do You Hear What I Hear?,Whitney Houston,Exhale,4feyjHLm31HxeKGegVXYPZ,5umJVEAPT2SocCoB99ZoaH,,1995-11-07,212400,,0.453,0.741,9,-8.676,1,0.0396,0.262,0.0,0.0729,0.484,72.65,Whitney Houston Do You Hear What I Hear?
My Favorite Things,Kelly Clarkson,Wrapped In Red,7Jahqd1kx9Qau0E9x9iZj6,3DzYn4QDEQcyLMD1DQTbYw,,2013-10-29,169093,,0.298,0.802,11,-5.134,0,0.145,0.139,0.0,0.207,0.625,179.379,Kelly Clarkson My Favorite Things
Shake Up Christmas,Train,"Save Me, San Francisco (Golden Gate Edition)",1CwXS6MAz8Wo7K4TzW9iuR,1NghHeg0wE32eBYrQBVQXL,,2010-12-01,232213,,0.458,0.831,0,-2.187,1,0.0654,0.0031,0.0,0.337,0.572,81.531,Train Shake Up Christmas
Another Year,FINNEAS,Another Year,3quUqUaNPWnyz8Yzhmz4bn,1OlYVHLE9GZ32CxmWVC0on,,2020-12-01,256648,,0.58,0.0991,1,-13.261,0,0.0298,0.969,1.32e-05,0.101,0.268,79.868,FINNEAS Another Year
merry christmas darling,Christina Perri,a very merry perri christmas,5noTFKbSGzGgXWxnEiuoK2,6brLwOYFXw7rkGOcLntcPZ,,2012-10-12,198640,,0.557,0.322,0,-12.039,1,0.0275,0.768,0.000188,0.0985,0.199,75.985,Christina Perri merry christmas darling
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",Zach Bryan,6PbnGueEO6LGodPfvNldYf,4KULAymBBJcPRpk1yO4dOG,,2023-08-25,227196,,0.429,0.453,0,-7.746,1,0.0459,0.554,2e-06,0.102,0.155,77.639,"Zach Bryan, Kacey Musgraves I Remember Everything (feat. Kacey Musgraves)"
Fast Car,Luke Combs,Gettin' Old,5Uly85dJHHDfHQCsyUQ8gw,1Lo0QY9cvc8sUB2vnIOxDT,,2023-03-24,265493,,0.712,0.603,8,-5.52,1,0.0262,0.186,0.0,0.115,0.67,97.994,Luke Combs Fast Car
Last Night,Morgan Wallen,One Thing At A Time,6i7mF7whyRJuLJ4ogbH2wh,7K3BhSpAxZBznislvUMVtn,,2023-03-03,163855,,0.492,0.675,6,-5.456,1,0.0389,0.467,0.0,0.142,0.478,203.759,Morgan Wallen Last Night
Thinkin’ Bout Me,Morgan Wallen,One Thing At A Time,6i7mF7whyRJuLJ4ogbH2wh,0PAcdVzhPO4gq1Iym9ESnK,,2023-03-03,177388,,0.656,0.757,3,-5.775,0,0.0308,0.492,0.0,0.117,0.429,139.971,Morgan Wallen Thinkin’ Bout Me
White Horse,Chris Stapleton,White Horse,5yeOXz3vHyMv8ySLEcCya7,7MSWxMumjz6lHj7oRApNbg,,2023-07-21,267893,,0.353,0.77,1,-11.066,0,0.0493,0.0016,0.598,0.109,0.224,145.225,Chris Stapleton White Horse
